,0,1,2,3,4,frXle,fre_pct,grade
潜,34,2,2.970588235294117,14,3.214285714285714,476,0.9607032014125,5
拖,25,2,3.2800000000000002,19,3.157894736842105,475,0.9607561278193897,5
屈,25,2,3.08,19,3.105263157894736,475,0.9608090542262795,5
葱,26,2,3.423076923076923,18,3.388888888888889,468,0.9608640976894448,5
庆,26,3,2.846153846153846,18,3.0,468,0.9609191411526101,5
莫,39,2,3.692307692307692,12,3.416666666666666,468,0.9610017063473582,5
移,26,4,3.615384615384615,18,3.555555555555555,468,0.9610567498105235,5
诚,26,2,2.923076923076923,18,3.055555555555555,468,0.9611117932736888,5
警,31,2,3.483870967741935,15,3.533333333333333,465,0.9611774220182321,5
圣,29,1,2.620689655172413,16,2.5625,464,0.9612388166502241,5
柏,29,3,3.0,16,3.0625,464,0.9613002112822163,5
糖,29,1,2.896551724137931,16,2.875,464,0.9613616059142084,5
标,22,2,3.090909090909091,21,3.095238095238095,462,0.9614081811522713,5
拜,23,4,3.391304347826087,20,3.4,460,0.9614568734466099,5
澡,23,2,3.1304347826086962,20,3.05,460,0.9615055657409485,5
愧,27,2,3.666666666666666,17,3.588235294117647,459,0.9615627262603894,5
郊,27,4,3.148148148148148,17,3.058823529411764,459,0.9616198867798303,5
旋,24,2,3.125,19,3.157894736842105,456,0.9616706961304445,5
绍,24,4,3.333333333333333,19,3.31578947368421,456,0.9617215054810587,5
绒,30,4,3.2,15,3.2,450,0.9617850171693264,5
责,25,3,3.36,18,3.388888888888889,450,0.9618379435762161,5
源,25,4,3.12,18,3.111111111111111,450,0.9618908699831059,5
谜,28,2,2.321428571428571,16,2.5,448,0.9619501475588224,5
樱,32,1,3.5,14,3.428571428571428,448,0.9620178933596413,5
檐,28,2,2.857142857142857,16,2.8125,448,0.9620771709353578,5
蕉,37,2,3.702702702702702,12,3.25,444,0.9621555020175546,5
州,26,4,3.730769230769231,17,3.588235294117647,442,0.9622105454807199,5
蒸,26,1,3.076923076923077,17,3.176470588235294,442,0.9622655889438853,5
汤,34,2,3.617647058823529,13,3.307692307692307,442,0.9623375688572554,5
蝈,63,4,3.031746031746031,7,3.1428571428571432,441,0.9624709434026175,5
荫,22,2,3.136363636363636,20,3.25,440,0.9625175186406805,5
固,23,3,3.695652173913043,19,3.6315789473684212,437,0.962566210935019,5
防,23,3,3.17391304347826,19,3.157894736842105,437,0.9626149032293576,5
超,27,2,3.7037037037037033,16,3.5625,432,0.9626720637487985,5
跌,24,1,3.291666666666666,18,3.333333333333333,432,0.9627228730994127,5
府,27,1,3.037037037037037,16,3.0625,432,0.9627800336188537,5
攻,30,2,3.5,14,3.0,420,0.9628435453071214,5
淘,28,3,3.214285714285714,15,2.8666666666666663,420,0.9629028228828379,5
焦,22,4,3.454545454545454,19,3.368421052631578,418,0.9629493981209009,5
爽,22,1,3.318181818181818,19,3.263157894736842,418,0.9629959733589638,5
厂,22,1,2.954545454545454,19,2.947368421052631,418,0.9630425485970268,5
狠,32,4,3.5,13,3.461538461538461,416,0.9631102943978457,5
酒,23,1,3.260869565217391,18,3.055555555555555,414,0.9631589866921842,5
览,23,4,3.304347826086956,18,3.333333333333333,414,0.9632076789865228,5
秧,24,3,2.833333333333332,17,3.058823529411764,408,0.963258488337137,5
捞,34,1,2.441176470588235,12,2.666666666666666,408,0.963330468250507,5
暴,24,2,3.291666666666666,17,3.294117647058823,408,0.9633812776011212,5
郎,29,3,3.379310344827586,14,3.214285714285714,406,0.9634426722331133,5
泽,29,3,3.448275862068965,14,3.285714285714285,406,0.9635040668651054,5
奈,31,3,3.838709677419355,13,3.615384615384615,403,0.9635696956096487,5
粽,50,2,2.62,8,3.125,400,0.9636755484234282,5
盈,25,3,2.96,16,3.0625,400,0.963728474830318,5
尘,25,1,3.2,16,2.875,400,0.9637814012372077,5
茅,40,3,3.125,10,3.0,400,0.9638660834882313,5
申,40,4,3.5,10,3.5,400,0.9639507657392549,5
眠,25,2,2.48,16,2.5,400,0.9640036921461447,5
燃,25,2,3.36,16,3.1875,400,0.9640566185530344,5
若,21,3,3.4761904761904763,19,3.421052631578947,399,0.9641010767348218,5
愉,21,4,3.095238095238095,19,3.105263157894736,399,0.9641455349166091,5
喘,22,1,2.954545454545454,18,2.944444444444444,396,0.9641921101546721,5
饼,33,2,3.212121212121212,12,3.166666666666666,396,0.9642619730117666,5
减,28,1,3.214285714285714,14,3.357142857142857,392,0.9643212505874831,5
痒,28,2,3.107142857142857,14,3.214285714285714,392,0.9643805281631996,5
津,28,4,3.357142857142857,14,3.285714285714285,392,0.9644398057389162,5
涛,28,3,3.357142857142857,14,3.357142857142857,392,0.9644990833146326,5
鹃,23,4,3.608695652173913,17,3.6470588235294112,391,0.9645477756089712,5
挨,23,2,3.391304347826087,17,3.294117647058823,391,0.9645964679033098,5
批,23,2,3.565217391304347,17,3.470588235294117,391,0.9646451601976483,5
型,23,2,3.347826086956522,17,3.352941176470588,391,0.9646938524919869,5
仗,26,3,3.423076923076923,15,3.2,390,0.9647488959551522,5
迈,26,4,3.0,15,3.0,390,0.9648039394183177,5
帘,30,2,3.1,13,2.923076923076923,390,0.9648674511065853,5
纱,26,3,3.153846153846153,15,3.066666666666667,390,0.9649224945697507,5
枚,35,2,3.428571428571428,11,3.181818181818181,385,0.9649965915393963,5
茄,35,4,1.8857142857142861,11,2.0,385,0.965070688509042,5
墨,24,2,3.375,16,3.1875,384,0.9651214978596561,5
桂,24,3,2.916666666666666,16,2.8125,384,0.9651723072102703,5
籽,32,1,2.9375,12,3.0,384,0.9652400530110892,5
锋,32,3,3.6875,12,3.333333333333333,384,0.965307798811908,5
驮,32,4,3.71875,12,3.333333333333333,384,0.9653755446127269,5
俄,20,1,2.8,19,2.789473684210526,380,0.9654178857382387,5
缩,21,2,3.380952380952381,18,3.388888888888889,378,0.9654623439200261,5
笨,29,3,3.862068965517241,13,3.692307692307692,377,0.9655237385520182,5
载,22,4,3.545454545454545,17,3.588235294117647,374,0.9655703137900812,5
嘟,34,2,3.176470588235294,11,3.181818181818181,374,0.9656422937034512,5
篱,31,2,2.999999999999999,12,3.0,372,0.9657079224479945,5
皇,37,2,3.162162162162162,10,3.1,370,0.9657862535301913,5
稀,23,4,3.347826086956522,16,3.125,368,0.9658349458245299,5
存,23,3,3.217391304347826,16,3.25,368,0.9658836381188685,5
潮,23,2,2.869565217391304,16,2.875,368,0.965932330413207,5
趁,26,3,3.730769230769231,14,3.5,364,0.9659873738763723,5
核,28,4,2.714285714285714,13,3.307692307692307,364,0.9660466514520889,5
蜡,28,2,2.607142857142857,13,2.769230769230769,364,0.9661059290278055,5
缓,26,2,3.269230769230769,14,3.428571428571428,364,0.9661609724909708,5
禹,52,3,3.019230769230768,7,3.0,364,0.9662710594173014,5
嘎,33,1,2.454545454545454,11,2.363636363636363,363,0.9663409222743959,5
罩,24,4,3.875,15,3.8666666666666663,360,0.96639173162501,5
裂,24,4,3.541666666666666,15,3.4,360,0.9664425409756242,5
萨,45,3,3.8666666666666663,8,3.625,360,0.9665378085080257,5
怒,20,3,3.5,18,3.444444444444444,360,0.9665801496335376,5
规,20,1,3.1,18,3.166666666666666,360,0.9666224907590494,5
篇,20,2,3.35,18,3.388888888888889,360,0.9666648318845612,5
份,24,3,3.0,15,3.0,360,0.9667156412351753,5
败,24,3,3.75,15,3.6,360,0.9667664505857895,5
尚,30,2,3.033333333333333,12,2.916666666666666,360,0.9668299622740572,5
缸,45,2,2.4666666666666672,8,2.875,360,0.9669252298064587,5
仅,21,2,3.571428571428571,17,3.5294117647058822,357,0.9669696879882461,5
讶,21,2,3.666666666666666,17,3.588235294117647,357,0.9670141461700335,5
虚,22,2,3.181818181818181,16,3.25,352,0.9670607214080965,5
跤,32,2,3.5,11,3.0,352,0.9671284672089153,5
杂,22,3,3.181818181818181,16,3.1875,352,0.9671750424469783,5
掏,22,4,3.318181818181818,16,3.1875,352,0.9672216176850413,5
厌,22,1,3.318181818181818,16,3.125,352,0.9672681929231043,5
库,27,1,2.925925925925926,13,2.923076923076923,351,0.9673253534425452,5
萤,25,2,2.96,14,2.857142857142857,350,0.9673782798494349,5
毕,35,4,3.685714285714285,10,3.5,350,0.9674523768190806,5
振,25,2,3.24,14,3.285714285714285,350,0.9675053032259704,5
碌,25,3,3.4,14,3.428571428571428,350,0.9675582296328601,5
漠,23,3,3.347826086956522,15,3.333333333333333,345,0.9676069219271987,5
啥,23,2,2.608695652173913,15,2.8666666666666663,345,0.9676556142215372,5
凶,23,4,3.391304347826087,15,3.2,345,0.9677043065158758,5
棍,23,2,2.869565217391304,15,2.733333333333333,345,0.9677529988102144,5
哼,20,4,3.2,17,3.235294117647059,340,0.9677953399357262,5
愣,20,3,3.45,17,3.5294117647058822,340,0.967837681061238,5
夕,20,2,2.9,17,2.823529411764706,340,0.9678800221867497,5
慧,20,4,3.0,17,3.058823529411764,340,0.9679223633122616,5
噜,34,1,2.9117647058823533,10,2.8,340,0.9679943432256316,5
悲,26,4,3.192307692307692,13,3.230769230769231,338,0.9680493866887969,5
歉,26,2,3.730769230769231,13,3.461538461538461,338,0.9681044301519623,5
摩,26,3,3.230769230769231,13,3.384615384615384,338,0.9681594736151277,5
郁,24,4,3.333333333333333,14,3.428571428571428,336,0.9682102829657417,5
政,21,2,3.4761904761904763,16,3.4375,336,0.9682547411475292,5
骆,42,1,3.333333333333332,8,2.875,336,0.968343657511104,5
博,28,4,3.5,12,3.5,336,0.9684029350868205,5
祥,21,2,3.619047619047619,16,3.5625,336,0.9684473932686078,5
邓,37,1,3.4054054054054053,9,2.8888888888888893,333,0.9685257243508046,5
培,37,2,3.243243243243242,9,3.0,333,0.9686040554330015,5
寺,30,3,3.5,11,3.363636363636363,330,0.9686675671212692,5
疆,22,2,3.136363636363636,15,3.133333333333333,330,0.9687141423593322,5
拨,22,1,2.590909090909091,15,2.8,330,0.9687607175973951,5
葫,66,3,3.045454545454545,5,3.6,330,0.9689004433115841,5
负,22,1,3.363636363636363,15,3.133333333333333,330,0.968947018549647,5
蟹,41,3,3.24390243902439,8,3.125,328,0.9690338178569463,5
挠,25,2,3.56,13,3.307692307692307,325,0.969086744263836,5
财,25,3,3.08,13,3.230769230769231,325,0.9691396706707258,5
吱,27,2,2.740740740740741,12,2.833333333333333,324,0.9691968311901668,5
雅,27,4,3.333333333333333,12,3.5,324,0.9692539917096076,5
姿,19,3,3.105263157894736,17,3.0,323,0.9692942157788438,5
仪,23,2,3.17391304347826,14,2.785714285714285,322,0.9693429080731824,5
辨,23,4,3.565217391304347,14,3.285714285714285,322,0.9693916003675209,5
逮,23,3,3.217391304347826,14,3.1428571428571432,322,0.9694402926618595,5
拦,23,2,3.304347826086956,14,3.428571428571428,322,0.9694889849561981,5
营,20,4,3.3,16,3.375,320,0.9695313260817099,5
斧,32,3,3.09375,10,3.1,320,0.9695990718825288,5
噢,20,2,3.45,16,3.3125,320,0.9696414130080406,5
适,20,3,3.55,16,3.5625,320,0.9696837541335523,5
催,20,3,3.25,16,3.1875,320,0.9697260952590642,5
嗬,20,2,2.95,16,2.9375,320,0.969768436384576,5
棋,29,1,3.551724137931034,11,3.0,319,0.9698298310165681,5
梳,21,2,2.285714285714285,15,2.4,315,0.9698742891983555,5
宣,21,2,3.19047619047619,15,3.4,315,0.9699187473801428,5
抗,21,3,3.285714285714285,15,3.4666666666666672,315,0.9699632055619303,5
资,21,1,3.0,15,3.0,315,0.9700076637437176,5
镇,21,2,3.523809523809523,15,3.4666666666666672,315,0.970052121925505,5
闯,21,4,3.380952380952381,15,3.266666666666666,315,0.9700965801072924,5
惯,21,1,3.095238095238095,15,3.266666666666666,315,0.9701410382890798,5
悔,21,2,3.095238095238095,15,3.0,315,0.9701854964708672,5
啪,26,3,3.153846153846153,12,3.0,312,0.9702405399340325,5
货,24,3,3.375,13,3.153846153846153,312,0.9702913492846467,5
傣,31,3,3.161290322580645,10,3.4,310,0.97035697802919,5
姆,31,1,3.612903225806451,10,3.2,310,0.9704226067737333,5
屏,22,2,3.318181818181818,14,3.071428571428571,308,0.9704691820117962,5
骏,22,3,3.045454545454545,14,2.857142857142857,308,0.9705157572498592,5
梯,22,3,2.954545454545454,14,2.928571428571428,308,0.9705623324879222,5
横,19,3,3.157894736842105,16,3.3125,304,0.9706025565571584,5
腊,19,1,2.526315789473684,16,2.6875,304,0.9706427806263946,5
厅,19,4,3.421052631578947,16,3.375,304,0.9706830046956308,5
恼,20,1,3.05,15,3.066666666666667,300,0.9707253458211427,5
膊,25,3,3.32,12,3.416666666666666,300,0.9707782722280324,5
胳,25,3,3.32,12,3.416666666666666,300,0.9708311986349221,5
扭,20,2,3.2,15,3.333333333333333,300,0.9708735397604339,5
衔,20,3,2.8,15,3.0,300,0.9709158808859457,5
呵,25,1,3.16,12,3.166666666666666,300,0.9709688072928354,5
挣,23,2,2.956521739130434,13,3.384615384615384,299,0.971017499587174,5
溶,27,2,2.037037037037037,11,2.272727272727273,297,0.9710746601066149,5
帕,27,2,3.407407407407407,11,3.272727272727273,297,0.9711318206260559,5
置,21,4,3.333333333333333,14,3.357142857142857,294,0.9711762788078433,5
炉,29,3,3.068965517241379,10,3.1,290,0.9712376734398354,5
嬉,17,3,3.235294117647059,17,3.235294117647059,289,0.9712736633965204,5
佩,18,2,3.166666666666666,16,3.1875,288,0.971311770409481,5
尊,18,2,2.833333333333333,16,2.8125,288,0.9713498774224416,5
愤,18,2,3.444444444444444,16,3.375,288,0.9713879844354023,5
驼,41,3,3.48780487804878,7,3.428571428571428,287,0.9714747837427015,5
煮,22,2,2.818181818181818,13,3.076923076923077,286,0.9715213589807644,5
崖,26,3,3.192307692307692,11,3.181818181818181,286,0.9715764024439297,5
委,19,3,3.368421052631578,15,3.4,285,0.9716166265131659,5
辉,19,2,3.526315789473684,15,3.4,285,0.9716568505824021,5
枕,19,1,2.894736842105263,15,2.8666666666666663,285,0.9716970746516383,5
厉,19,3,3.578947368421052,15,3.533333333333333,285,0.9717372987208746,5
史,19,2,3.263157894736842,15,3.066666666666667,285,0.9717775227901108,5
妖,40,2,2.875,7,2.857142857142857,280,0.9718622050411344,5
荒,20,1,3.0,14,3.0,280,0.9719045461666462,5
抹,20,4,3.3,14,3.071428571428571,280,0.971946887292158,5
厨,23,2,3.347826086956522,12,3.25,276,0.9719955795864965,5
箩,23,2,3.043478260869565,12,3.083333333333333,276,0.9720442718808351,5
瘦,25,3,3.76,11,3.454545454545454,275,0.9720971982877249,5
避,21,1,3.571428571428571,13,3.384615384615384,273,0.9721416564695122,5
荣,21,4,3.571428571428571,13,3.307692307692307,273,0.9721861146512997,5
踪,21,2,3.047619047619047,13,2.923076923076923,273,0.972230572833087,5
窿,34,4,3.941176470588235,8,3.75,272,0.9723025527464572,5
橘,30,1,3.8,9,3.444444444444444,270,0.9723660644347248,5
芒,18,4,3.388888888888889,15,3.333333333333333,270,0.9724041714476854,5
蔷,30,4,3.8,9,3.333333333333333,270,0.9724676831359531,5
薇,30,4,3.8,9,3.333333333333333,270,0.9725311948242208,5
剧,18,4,3.0,15,3.0,270,0.9725693018371815,5
歪,19,2,3.31578947368421,14,3.357142857142857,266,0.9726095259064177,5
泊,22,4,3.590909090909091,12,3.25,264,0.9726561011444806,5
吼,16,3,3.3125,16,3.3125,256,0.9726899740448901,5
逐,17,3,3.352941176470588,15,3.4,255,0.9727259640015751,5
拥,17,1,2.941176470588235,15,3.0,255,0.9727619539582602,5
检,17,2,3.235294117647059,15,3.133333333333333,255,0.9727979439149451,5
拐,17,1,3.4117647058823533,15,3.4,255,0.9728339338716302,5
葛,23,2,3.0,11,3.0,253,0.9728826261659688,5
鳞,21,2,3.333333333333333,12,3.166666666666666,252,0.9729270843477561,5
撕,21,2,3.238095238095238,12,3.0,252,0.9729715425295435,5
毫,18,3,3.7222222222222223,14,3.714285714285714,252,0.9730096495425041,5
绵,18,4,3.222222222222222,14,3.1428571428571432,252,0.9730477565554647,5
盲,36,1,2.916666666666666,7,2.857142857142857,252,0.973123970581386,5
吟,21,2,3.428571428571428,12,3.5,252,0.9731684287631733,5
序,19,4,3.578947368421052,13,3.692307692307692,247,0.9732086528324095,5
翘,19,1,3.263157894736842,13,2.923076923076923,247,0.9732488769016459,5
蚜,41,2,2.853658536585365,6,2.666666666666666,246,0.973335676208945,5
蝉,27,4,2.518518518518518,9,2.8888888888888893,243,0.973392836728386,5
县,22,3,3.181818181818181,11,3.363636363636363,242,0.9734394119664489,5
亡,22,4,3.818181818181818,11,3.727272727272727,242,0.9734859872045118,5
秃,22,4,3.090909090909091,11,3.272727272727273,242,0.9735325624425748,5
亏,20,2,3.6,12,3.333333333333333,240,0.9735749035680866,5
咯,30,2,3.0,8,3.0,240,0.9736384152563543,5
毁,20,3,3.25,12,3.25,240,0.9736807563818661,5
掩,24,4,3.833333333333333,10,3.8,240,0.9737315657324803,5
蝇,20,2,2.75,12,2.75,240,0.9737739068579921,5
饺,30,4,2.8,8,3.0,240,0.9738374185462598,5
巢,17,1,3.0,14,2.928571428571428,238,0.9738734085029448,5
沾,17,2,2.764705882352941,14,2.857142857142857,238,0.9739093984596299,5
央,18,3,3.0,13,3.0,234,0.9739475054725905,5
螃,39,3,3.256410256410256,6,3.166666666666666,234,0.9740300706673385,5
晾,18,3,3.055555555555555,13,3.076923076923077,234,0.9740681776802991,5
介,18,2,3.388888888888889,13,3.384615384615384,234,0.9741062846932597,5
肃,18,4,3.277777777777777,13,3.153846153846153,234,0.9741443917062204,5
坛,18,2,3.388888888888889,13,3.307692307692307,234,0.974182498719181,5
粪,21,3,3.238095238095238,11,3.454545454545454,231,0.9742269569009684,5
叉,23,3,3.347826086956522,10,3.7,230,0.974275649195307,5
抄,23,3,3.043478260869565,10,3.2,230,0.9743243414896455,5
秤,46,3,2.7173913043478253,5,3.2,230,0.9744217260783226,5
毒,23,3,2.956521739130434,10,3.1,230,0.9744704183726611,5
豫,19,3,3.736842105263158,12,3.666666666666666,228,0.9745106424418974,5
卧,19,1,3.105263157894736,12,2.916666666666666,228,0.9745508665111337,5
疏,19,3,3.526315789473684,12,3.416666666666666,228,0.9745910905803699,5
吉,19,4,3.842105263157894,12,3.75,228,0.9746313146496061,5
杰,19,1,3.473684210526316,12,3.25,228,0.9746715387188423,5
削,19,3,3.0,12,3.0,228,0.9747117627880785,5
宜,15,2,2.933333333333333,15,2.933333333333333,225,0.9747435186322123,5
抛,16,3,3.6875,14,3.6428571428571432,224,0.9747773915326218,5
蹈,16,3,3.1875,14,3.1428571428571432,224,0.9748112644330311,5
训,16,3,3.125,14,3.0,224,0.9748451373334406,5
艰,16,4,3.5,14,3.5,224,0.97487901023385,5
皱,16,2,3.0,14,3.1428571428571432,224,0.9749128831342595,5
拢,16,2,3.3125,14,3.285714285714285,224,0.974946756034669,5
蔓,28,3,3.857142857142857,8,3.625,224,0.9750060336103854,5
螺,20,1,2.5,11,2.454545454545454,220,0.9750483747358972,5
承,22,2,2.499999999999999,10,3.0,220,0.9750949499739602,5
丫,20,1,2.75,11,2.818181818181818,220,0.975137291099472,5
扛,22,2,3.0,10,3.2,220,0.975183866337535,5
鸥,18,3,3.111111111111111,12,3.166666666666666,216,0.9752219733504957,5
锯,24,3,3.166666666666666,9,3.0,216,0.9752727827011097,5
喵,27,1,3.074074074074073,8,3.125,216,0.9753299432205507,5
叨,18,4,3.0,12,3.166666666666666,216,0.9753680502335113,5
衬,18,3,3.7222222222222223,12,3.583333333333333,216,0.975406157246472,5
筒,18,2,3.444444444444444,12,3.166666666666666,216,0.9754442642594325,5
坝,24,2,2.666666666666666,9,3.111111111111111,216,0.9754950736100467,5
锄,21,1,2.333333333333333,10,2.6,210,0.9755395317918341,5
涨,15,4,3.6,14,3.571428571428571,210,0.9755712876359679,5
锦,15,2,3.333333333333333,14,3.285714285714285,210,0.9756030434801017,5
岭,21,2,3.380952380952381,10,3.1,210,0.9756475016618892,5
棚,21,3,3.523809523809523,10,3.5,210,0.9756919598436765,5
辣,19,4,2.736842105263158,11,2.727272727272727,209,0.9757321839129127,5
绸,19,1,3.31578947368421,11,2.818181818181818,209,0.9757724079821489,5
馋,16,1,2.8125,13,2.769230769230769,208,0.9758062808825584,5
授,26,3,3.846153846153846,8,3.75,208,0.9758613243457238,5
澄,23,1,2.478260869565217,9,2.555555555555555,207,0.9759100166400623,5
汁,17,4,3.352941176470588,12,3.25,204,0.9759460065967474,5
逼,17,3,3.4117647058823533,12,3.5,204,0.9759819965534324,5
番,17,3,3.117647058823529,12,3.083333333333333,204,0.9760179865101174,5
瑞,20,2,2.5,10,2.7,200,0.9760603276356292,5
诊,25,4,4.0,8,4.0,200,0.9761132540425189,5
哄,20,3,3.45,10,3.4,200,0.9761555951680307,5
婶,20,4,3.3,10,3.4,200,0.9761979362935426,5
律,18,4,3.666666666666666,11,3.636363636363636,198,0.9762360433065032,5
孵,22,1,2.909090909090909,9,2.8888888888888893,198,0.9762826185445661,5
付,18,4,3.555555555555555,11,3.545454545454545,198,0.9763207255575268,5
茵,22,4,2.772727272727273,9,3.0,198,0.9763673007955898,5
榴,22,3,2.227272727272727,9,3.0,198,0.9764138760336527,6
茧,28,4,3.8928571428571432,7,3.571428571428571,196,0.9764731536093693,6
畅,14,2,3.6428571428571432,14,3.6428571428571432,196,0.9765027923972275,6
昂,15,2,3.066666666666667,13,3.076923076923077,195,0.9765345482413613,6
悦,15,2,3.2,13,3.076923076923077,195,0.9765663040854952,6
凭,15,1,3.4666666666666672,13,3.384615384615384,195,0.976598059929629,6
延,15,3,3.733333333333333,13,3.692307692307692,195,0.9766298157737628,6
咪,39,2,3.282051282051282,5,3.2,195,0.9767123809685109,6
供,16,3,2.9375,12,2.916666666666666,192,0.9767462538689203,6
企,24,3,2.708333333333333,8,2.625,192,0.9767970632195345,6
咐,16,2,3.3125,12,3.333333333333333,192,0.976830936119944,6
疗,16,3,3.75,12,3.666666666666666,192,0.9768648090203533,6
掰,16,2,2.5625,12,2.416666666666666,192,0.9768986819207628,6
桩,24,2,3.791666666666666,8,3.375,192,0.976949491271377,6
堤,32,4,3.96875,6,3.833333333333333,192,0.9770172370721959,6
傅,24,4,3.541666666666666,8,3.375,192,0.97706804642281,6
爹,32,3,3.8125,6,3.666666666666666,192,0.9771357922236289,6
慕,19,3,3.736842105263158,10,3.5,190,0.9771760162928651,6
甫,19,4,3.473684210526316,10,3.4,190,0.9772162403621013,6
丈,21,1,3.571428571428571,9,3.111111111111111,189,0.9772606985438886,6
鹂,21,3,3.095238095238095,9,3.111111111111111,189,0.9773051567256761,6
咏,21,1,3.0,9,2.8888888888888893,189,0.9773496149074634,6
旺,17,3,3.117647058823529,11,3.0,187,0.9773856048641485,6
辰,17,3,3.352941176470588,11,3.454545454545454,187,0.9774215948208336,6
焰,17,1,3.176470588235294,11,2.727272727272727,187,0.9774575847775185,6
绩,17,2,3.470588235294117,11,3.363636363636363,187,0.9774935747342036,6
氏,17,2,3.235294117647059,11,3.363636363636363,187,0.9775295646908886,6
迪,31,1,3.451612903225806,6,3.0,186,0.9775951934354319,6
坊,26,4,3.9615384615384612,7,3.857142857142857,182,0.9776502368985972,6
豪,14,4,3.285714285714285,13,3.230769230769231,182,0.9776798756864555,6
述,14,3,3.571428571428571,13,3.538461538461538,182,0.9777095144743138,6
贫,14,4,3.5,13,3.461538461538461,182,0.977739153262172,6
享,14,1,2.428571428571428,13,2.538461538461538,182,0.9777687920500303,6
跨,14,4,3.428571428571428,13,3.384615384615384,182,0.9777984308378885,6
柜,20,1,3.55,9,3.0,180,0.9778407719634004,6
赤,18,2,3.333333333333333,10,2.9,180,0.9778788789763609,6
盏,20,4,3.05,9,3.111111111111111,180,0.9779212201018728,6
饥,15,2,3.266666666666666,12,3.25,180,0.9779529759460066,6
艾,20,4,3.1,9,3.111111111111111,180,0.9779953170715184,6
肤,20,2,3.05,9,3.111111111111111,180,0.9780376581970301,6
卵,16,2,3.3125,11,3.363636363636363,176,0.9780715310974396,6
售,22,3,3.545454545454545,8,3.5,176,0.9781181063355026,6
扣,22,4,3.363636363636363,8,3.25,176,0.9781646815735656,6
谣,16,1,2.9375,11,3.090909090909091,176,0.9781985544739751,6
忠,16,3,3.5,11,3.272727272727273,176,0.9782324273743844,6
扯,16,3,3.25,11,3.363636363636363,176,0.9782663002747939,6
玛,22,2,3.227272727272727,8,3.25,176,0.9783128755128568,6
纺,16,4,3.125,11,3.272727272727273,176,0.9783467484132663,6
诺,25,4,3.36,7,3.571428571428571,175,0.9783996748201561,6
陡,19,3,3.157894736842105,9,3.333333333333333,171,0.9784398988893923,6
槐,19,3,3.684210526315789,9,3.555555555555555,171,0.9784801229586285,6
揉,19,3,2.947368421052631,9,2.8888888888888893,171,0.9785203470278647,6
拱,17,2,3.294117647058823,10,3.3,170,0.9785563369845497,6
励,13,1,3.0,13,3.0,169,0.9785838587161324,6
丧,13,4,3.615384615384615,13,3.615384615384615,169,0.978611380447715,6
寂,13,4,3.538461538461538,13,3.538461538461538,169,0.9786389021792977,6
触,14,4,3.6428571428571432,12,3.583333333333333,168,0.9786685409671559,6
增,14,3,3.6428571428571432,12,3.666666666666666,168,0.9786981797550143,6
彭,14,2,2.785714285714285,12,2.583333333333333,168,0.9787278185428725,6
访,14,4,3.428571428571428,12,3.416666666666666,168,0.9787574573307307,6
掀,14,2,3.285714285714285,12,3.166666666666666,168,0.978787096118589,6
配,14,1,2.714285714285714,12,2.75,168,0.9788167349064473,6
庐,28,3,3.035714285714285,6,3.166666666666666,168,0.9788760124821638,6
援,24,3,3.875,7,3.571428571428571,168,0.9789268218327779,6
岗,14,3,3.071428571428571,12,3.166666666666666,168,0.9789564606206362,6
鲤,24,1,2.375,7,1.714285714285714,168,0.9790072699712504,6
颈,15,4,3.4666666666666672,11,3.454545454545454,165,0.9790390258153843,6
屑,15,1,2.8,11,3.0,165,0.9790707816595181,6
欧,15,2,3.4,11,3.181818181818181,165,0.979102537503652,6
戒,18,2,3.222222222222222,9,3.333333333333333,162,0.9791406445166125,6
苞,18,2,3.333333333333333,9,3.111111111111111,162,0.9791787515295731,6
袍,18,2,3.388888888888889,9,3.222222222222222,162,0.9792168585425338,6
唇,18,3,3.611111111111111,9,3.333333333333333,162,0.9792549655554944,6
鸿,18,1,2.833333333333333,9,2.666666666666666,162,0.979293072568455,6
勺,18,3,3.555555555555555,9,3.333333333333333,162,0.9793311795814156,6
笆,23,2,2.782608695652174,7,2.714285714285714,161,0.9793798718757541,6
君,20,1,3.6,8,3.375,160,0.979422213001266,6
阻,16,2,3.625,10,3.5,160,0.9794560859016754,6
烛,20,1,2.65,8,2.625,160,0.9794984270271873,6
慰,13,2,3.538461538461538,12,3.5,156,0.9795259487587699,6
罢,13,3,3.538461538461538,12,3.5,156,0.9795534704903526,6
惑,13,2,3.0,12,3.083333333333333,156,0.9795809922219353,6
蹿,13,3,2.923076923076923,12,3.0,156,0.9796085139535179,6
鼹,31,1,3.32258064516129,5,2.2,155,0.9796741426980612,6
牡,14,3,2.928571428571428,11,2.727272727272727,154,0.9797037814859194,6
琳,17,2,3.588235294117647,9,3.333333333333333,153,0.9797397714426045,6
磁,19,2,3.421052631578947,8,3.25,152,0.9797799955118407,6
渡,19,4,3.789473684210526,8,3.5,152,0.9798202195810769,6
坦,19,3,3.368421052631578,8,3.0,152,0.9798604436503131,6
砸,19,1,2.157894736842105,8,2.5,152,0.9799006677195493,6
娇,15,4,3.533333333333333,10,3.4,150,0.9799324235636832,6
恰,15,2,2.733333333333333,10,2.9,150,0.979964179407817,6
输,15,2,2.8666666666666663,10,2.9,150,0.9799959352519508,6
辈,15,2,3.533333333333333,10,3.5,150,0.9800276910960847,6
凰,25,3,3.16,6,3.166666666666666,150,0.9800806175029745,6
